customer_id,customer_name,gender,region,join_date
279,Customer_279,Female,North,2023-01-20
280,Customer_280,Female,Central,2024-10-17
281,Customer_281,Female,North,2023-02-21
282,Customer_282,Female,Central,2022-09-26
283,Customer_283,Female,West,2024-09-19
284,Customer_284,Male,North,2023-05-06
285,Customer_285,Male,East,2022-01-29
286,Customer_286,Female,North,2023-04-06
287,Customer_287,Male,West,2022-08-29
288,Customer_288,Male,West,2023-08-21
289,Customer_289,Female,West,2024-09-15
290,Customer_290,Female,South,2024-07-24
291,Customer_291,Male,West,2023-01-26
292,Customer_292,Male,North,2023-07-20
293,Customer_293,Female,East,2024-11-05
294,Customer_294,Female,North,2023-08-03
295,Customer_295,Female,Central,2024-09-29
296,Customer_296,Male,West,2024-09-18
297,Customer_297,Female,East,2024-02-12
298,Customer_298,Female,East,2023-01-22
299,Customer_299,Male,Central,2024-02-24
300,Customer_300,Male,West,2022-03-31
301,Customer_301,Female,West,2024-02-20
302,Customer_302,Female,South,2024-10-11
303,Customer_303,Male,South,2024-10-25
304,Customer_304,Female,North,2024-06-20
305,Customer_305,Male,Central,2024-07-24
306,Customer_306,Male,South,2024-04-19
307,Customer_307,Male,North,2024-08-19
308,Customer_308,Female,East,2024-03-25
309,Customer_309,Male,East,2024-12-28
310,Customer_310,Female,East,2024-09-26
311,Customer_311,Male,Central,2022-05-21
312,Customer_312,Male,East,2023-04-11
313,Customer_313,Male,West,2022-07-21
314,Customer_314,Male,West,2022-12-07
315,Customer_315,Female,North,2022-04-05
316,Customer_316,Female,North,2023-08-24
317,Customer_317,Female,East,2024-06-01
318,Customer_318,Male,South,2024-12-23
319,Customer_319,Female,Central,2023-01-04
320,Customer_320,Male,South,2022-06-11
321,Customer_321,Female,Central,2023-05-09
322,Customer_322,Female,Central,2022-10-21
323,Customer_323,Male,West,2023-06-05
324,Customer_324,Female,East,2022-01-20
325,Customer_325,Female,East,2022-11-20
326,Customer_326,Male,West,2023-12-09
327,Customer_327,Female,West,2023-05-28
328,Customer_328,Female,East,2023-02-12
329,Customer_329,Female,West,2022-08-07
330,Customer_330,Male,West,2024-01-06
331,Customer_331,Female,East,2022-02-14
332,Customer_332,Female,East,2022-01-17
333,Customer_333,Male,Central,2024-10-14
334,Customer_334,Female,South,2023-12-23
335,Customer_335,Male,South,2023-05-29
336,Customer_336,Male,North,2022-03-22
337,Customer_337,Female,West,2022-03-10
338,Customer_338,Female,South,2022-07-04
339,Customer_339,Female,East,2024-04-30
340,Customer_340,Male,South,2022-09-28
341,Customer_341,Female,Central,2024-10-24
342,Customer_342,Female,South,2023-06-11
343,Customer_343,Female,East,2023-11-25
344,Customer_344,Male,West,2022-06-04
345,Customer_345,Male,South,2024-03-24
346,Customer_346,Female,North,2024-03-19
347,Customer_347,Male,East,2025-01-03
348,Customer_348,Male,West,2024-01-25
349,Customer_349,Female,Central,2024-02-20
350,Customer_350,Female,North,2023-04-24
351,Customer_351,Female,North,2023-11-03
352,Customer_352,Male,North,2024-08-08
353,Customer_353,Female,West,2022-08-27
354,Customer_354,Male,North,2022-03-18
355,Customer_355,Female,West,2022-08-26
356,Customer_356,Male,South,2025-01-05
357,Customer_357,Male,West,2024-07-18
358,Customer_358,Female,Central,2024-05-08
359,Customer_359,Male,West,2022-07-22
360,Customer_360,Female,Central,2024-04-15
361,Customer_361,Female,North,2024-01-29
362,Customer_362,Male,West,2024-06-29
363,Customer_363,Male,East,2022-07-23
364,Customer_364,Female,Central,2024-01-05
365,Customer_365,Male,West,2023-07-20
366,Customer_366,Male,North,2024-07-20
367,Customer_367,Male,South,2022-02-13
368,Customer_368,Male,East,2023-05-14
369,Customer_369,Male,Central,2023-02-25
370,Customer_370,Male,Central,2023-03-01
371,Customer_371,Male,South,2023-11-04
372,Customer_372,Male,Central,2022-01-06
373,Customer_373,Female,South,2022-09-24
374,Customer_374,Female,South,2022-08-14
375,Customer_375,Male,South,2022-01-31
376,Customer_376,Female,South,2023-10-26
377,Customer_377,Male,South,2023-06-28
378,Customer_378,Male,South,2024-05-12
379,Customer_379,Male,North,2024-09-02
380,Customer_380,Female,East,2024-11-17
381,Customer_381,Male,West,2024-10-28
382,Customer_382,Male,Central,2022-03-30
383,Customer_383,Female,West,2022-03-05
384,Customer_384,Male,West,2024-04-02
385,Customer_385,Female,North,2024-10-01
386,Customer_386,Female,North,2022-06-15
387,Customer_387,Female,Central,2022-10-31
388,Customer_388,Male,South,2023-07-18
389,Customer_389,Female,West,2024-12-22
390,Customer_390,Female,West,2024-11-01
391,Customer_391,Female,North,2022-08-23
392,Customer_392,Male,West,2024-07-13
393,Customer_393,Male,West,2023-11-26
394,Customer_394,Female,West,2024-05-01
395,Customer_395,Male,East,2024-05-24
396,Customer_396,Female,East,2024-02-06
397,Customer_397,Male,West,2022-05-18
398,Customer_398,Male,North,2022-07-10
399,Customer_399,Female,North,2024-02-03
400,Customer_400,Male,Central,2022-05-03
401,Customer_401,Female,North,2024-04-21
402,Customer_402,Female,West,2022-04-16
403,Customer_403,Female,Central,2023-10-02
404,Customer_404,Female,North,2024-11-05
405,Customer_405,Male,South,2024-09-14
406,Customer_406,Male,North,2023-12-19
407,Customer_407,Female,North,2023-07-25
408,Customer_408,Male,West,2022-02-23
409,Customer_409,Female,North,2023-01-05
410,Customer_410,Female,East,2023-11-27
411,Customer_411,Female,North,2023-01-07
412,Customer_412,Male,Central,2024-03-31
413,Customer_413,Male,South,2022-03-04
414,Customer_414,Male,Central,2023-03-17
415,Customer_415,Female,West,2024-07-18
416,Customer_416,Female,South,2024-01-28
417,Customer_417,Female,East,2022-06-23
418,Customer_418,Male,South,2022-11-19
419,Customer_419,Male,North,2023-07-12
420,Customer_420,Female,West,2024-09-21
421,Customer_421,Female,West,2023-07-14
422,Customer_422,Male,Central,2022-08-22
423,Customer_423,Female,West,2022-08-16
424,Customer_424,Female,Central,2024-09-23
425,Customer_425,Female,North,2023-03-28
426,Customer_426,Female,Central,2022-04-23
427,Customer_427,Male,South,2023-09-10
428,Customer_428,Male,South,2023-06-08
429,Customer_429,Female,East,2022-09-03
430,Customer_430,Male,West,2024-05-31
431,Customer_431,Male,South,2024-02-18
432,Customer_432,Male,Central,2023-12-27
433,Customer_433,Male,West,2022-03-28
434,Customer_434,Female,North,2024-07-30
435,Customer_435,Male,East,2024-05-29
436,Customer_436,Female,West,2023-08-16
437,Customer_437,Male,West,2022-02-12
438,Customer_438,Female,South,2024-07-31
439,Customer_439,Female,North,2024-06-13
440,Customer_440,Male,South,2024-06-11
441,Customer_441,Female,Central,2022-06-11
442,Customer_442,Female,East,2023-11-27
443,Customer_443,Male,East,2022-12-11
444,Customer_444,Male,Central,2022-08-22
445,Customer_445,Male,East,2023-12-21
446,Customer_446,Male,South,2022-07-30
447,Customer_447,Male,East,2023-02-09
448,Customer_448,Male,Central,2022-11-10
449,Customer_449,Male,South,2024-10-08
450,Customer_450,Female,Central,2024-07-08
451,Customer_451,Female,East,2022-11-06
452,Customer_452,Female,North,2024-08-18
453,Customer_453,Female,East,2023-07-17
454,Customer_454,Male,East,2024-11-05
455,Customer_455,Male,East,2024-08-03
456,Customer_456,Female,North,2022-04-27
457,Customer_457,Female,East,2022-06-07
458,Customer_458,Male,Central,2024-11-04
459,Customer_459,Female,West,2022-03-26
460,Customer_460,Female,Central,2023-01-21
461,Customer_461,Female,Central,2024-09-01
462,Customer_462,Male,North,2024-07-11
463,Customer_463,Male,East,2022-06-22
464,Customer_464,Male,North,2023-05-23
465,Customer_465,Female,West,2024-12-09
466,Customer_466,Male,East,2024-02-03
467,Customer_467,Female,West,2024-04-17
468,Customer_468,Female,Central,2022-04-18
469,Customer_469,Female,North,2023-11-07
470,Customer_470,Male,Central,2024-03-02
471,Customer_471,Female,East,2022-11-04
472,Customer_472,Female,North,2022-10-17
473,Customer_473,Female,East,2024-03-13
474,Customer_474,Male,Central,2022-06-23
475,Customer_475,Female,Central,2024-02-11
476,Customer_476,Female,South,2024-12-14
477,Customer_477,Male,West,2024-11-07
478,Customer_478,Female,North,2024-01-13
479,Customer_479,Female,South,2023-03-15
480,Customer_480,Female,West,2023-01-29
481,Customer_481,Male,South,2022-11-14
482,Customer_482,Male,East,2022-07-27
483,Customer_483,Male,East,2022-09-26
484,Customer_484,Female,South,2022-11-29
485,Customer_485,Male,Central,2022-12-06
486,Customer_486,Female,North,2024-04-21
487,Customer_487,Female,South,2024-06-28
488,Customer_488,Female,West,2023-04-25
489,Customer_489,Male,East,2024-08-18
490,Customer_490,Male,East,2024-06-21
491,Customer_491,Female,East,2024-02-22
492,Customer_492,Female,South,2023-02-13
493,Customer_493,Male,East,2022-04-17
494,Customer_494,Female,East,2022-07-30
495,Customer_495,Male,East,2022-06-21
496,Customer_496,Male,East,2024-07-09
497,Customer_497,Male,West,2022-07-07
498,Customer_498,Male,West,2023-12-17
499,Customer_499,Male,West,2022-04-20
500,Customer_500,Female,Central,2024-02-05
